orth;seqname;start;end;strand
NA;NA;NA;NA;NA
ASTE008982;scaffold_00092;581052;581183;+
ASTE008975;scaffold_00092;549437;549638;-
ASTE008968;scaffold_00092;512456;512746;+
ASTE008983;scaffold_00092;584307;584652;-
ASTE008976;scaffold_00092;550124;550556;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE008986;scaffold_00174;36744;36768;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE008969;scaffold_00092;525540;526907;-
ASTE008971;scaffold_00092;537022;537051;-
ASTE008967;scaffold_00092;452891;452895;+
ASTE008973;scaffold_00092;541758;543449;-
ASTE008985;scaffold_00092;590796;591017;+
ASTE008978;scaffold_00092;553998;555080;+
ASTE008988;scaffold_00145;165743;166111;-
ASTE008965;scaffold_00092;346217;346318;+
ASTE008992;scaffold_00145;4078;4093;+
ASTE015016;scaffold_00092;564192;564416;-
ASTE015017;scaffold_00092;590796;591017;+
ASTE008816;scaffold_00048;859688;859996;-
ASTE008817;scaffold_00048;861784;862341;-
ASTE008826;scaffold_00048;1237796;1238109;+
ASTE008830;scaffold_00054;9589;9976;-
ASTE008815;scaffold_00048;778822;778891;+
ASTE008819;scaffold_00048;902220;902411;-
ASTE008820;scaffold_00048;1086461;1088776;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE008822;scaffold_00048;1195216;1195568;-
ASTE008821;scaffold_00048;1195216;1195568;-
ASTE008824;scaffold_00048;1212489;1212596;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE008818;scaffold_00048;861784;862341;-
ASTE008825;scaffold_00048;1237374;1237389;-
ASTE008828;scaffold_00048;1283815;1283873;-
ASTE014996;scaffold_00048;912822;912944;+
ASTE014997;scaffold_00048;1173115;1173297;-
ASTE014998;scaffold_00048;1176397;1176413;-
ASTE014999;scaffold_00054;60983;61039;-
ASTE004283;scaffold_00103;409153;409434;-
ASTE004288;scaffold_00103;314951;316972;-
ASTE004290;scaffold_00103;311370;313256;-
ASTE004302;scaffold_00103;58430;59800;+
ASTE004295;scaffold_00103;179587;179590;+
ASTE004293;scaffold_00103;193435;193607;-
ASTE004301;scaffold_00103;68220;71507;+
NA;NA;NA;NA;NA
ASTE004280;scaffold_00252;947;1107;+
NA;NA;NA;NA;NA
ASTE004284;scaffold_00103;338971;339960;-
ASTE004285;scaffold_00103;326241;326648;-
ASTE004286;scaffold_00103;317195;317417;+
ASTE004287;scaffold_00103;317195;317417;+
ASTE004289;scaffold_00103;313724;314314;+
ASTE004296;scaffold_00103;176404;176444;-
ASTE004292;scaffold_00103;220615;220620;-
NA;NA;NA;NA;NA
ASTE004298;scaffold_00103;88626;88902;+
ASTE004299;scaffold_00103;73710;74681;+
ASTE004300;scaffold_00103;68220;71507;+
NA;NA;NA;NA;NA
ASTE004282;scaffold_00103;466571;466938;+
ASTE004291;scaffold_00103;255985;256082;-
NA;NA;NA;NA;NA
ASTE004303;scaffold_00103;23304;23777;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE006598;scaffold_00001;2079678;2079686;-
ASTE006596;scaffold_00001;2118636;2118687;-
ASTE006610;scaffold_00001;2021679;2021681;+
ASTE006616;scaffold_00001;1804358;1805266;-
ASTE006594;scaffold_00001;2190188;2190206;-
ASTE006597;scaffold_00001;2118636;2118687;-
ASTE006612;scaffold_00001;1992348;1992960;-
ASTE006611;scaffold_00001;1992348;1992960;-
ASTE006619;scaffold_00001;1798654;1799232;-
ASTE006592;scaffold_00001;2280477;2284516;-
ASTE006599;scaffold_00001;2072286;2072448;-
ASTE015879;scaffold_00061;15487;16257;+
ASTE006601;scaffold_00001;2064523;2065421;-
ASTE006603;scaffold_00001;2040687;2040747;+
ASTE006606;scaffold_00001;2040687;2040747;+
ASTE006609;scaffold_00001;2028934;2029060;-
ASTE006602;scaffold_00001;2051317;2051941;+
ASTE006604;scaffold_00001;2049250;2049926;-
ASTE006613;scaffold_00001;1965427;1965709;+
ASTE006615;scaffold_00001;1806961;1808100;+
ASTE006618;scaffold_00001;1798654;1799232;-
ASTE006622;scaffold_00001;1754009;1754155;+
ASTE006620;scaffold_00001;1794223;1794259;+
ASTE006621;scaffold_00001;1754009;1754155;+
ASTE006614;scaffold_00001;1811435;1811483;-
ASTE006593;scaffold_00001;2190188;2190206;-
ASTE006595;scaffold_00001;2165393;2165540;-
ASTE006605;scaffold_00001;2040687;2040747;+
ASTE006607;scaffold_00001;2033972;2034595;+
ASTE006608;scaffold_00001;2033632;2033767;-
ASTE006617;scaffold_00001;1800561;1800780;+
ASTE014750;scaffold_00001;2076956;2077099;-
ASTE014751;scaffold_00001;2075683;2075898;-
ASTE014752;scaffold_00001;1972864;1973155;+
ASTE002152;scaffold_00003;4339106;4339882;+
ASTE002153;scaffold_00003;4326165;4327481;+
ASTE002150;scaffold_00003;4339106;4339882;+
ASTE002161;scaffold_00003;4226246;4226756;+
ASTE002181;scaffold_00003;3907585;3907717;-
ASTE002149;scaffold_00003;4456226;4457165;+
ASTE002154;scaffold_00003;4304053;4304129;-
ASTE002151;scaffold_00003;4339106;4339882;+
ASTE002164;scaffold_00003;4204127;4204261;+
ASTE002155;scaffold_00003;4298562;4299056;+
ASTE002156;scaffold_00003;4294951;4297602;+
ASTE002169;scaffold_00003;4100280;4100435;-
ASTE002171;scaffold_00003;4008299;4008361;+
ASTE002172;scaffold_00003;4003675;4003744;+
ASTE002145;scaffold_00003;4511098;4511199;-
ASTE002146;scaffold_00003;4502624;4502964;-
ASTE002148;scaffold_00003;4485166;4485384;-
ASTE002147;scaffold_00003;4491934;4492009;+
ASTE002159;scaffold_00003;4263615;4263734;-
ASTE002163;scaffold_00003;4221161;4221262;-
ASTE002165;scaffold_00003;4203525;4203900;-
ASTE002166;scaffold_00003;4201411;4201527;-
ASTE002173;scaffold_00003;3982899;3983071;+
ASTE002178;scaffold_00003;3959051;3959239;+
ASTE002170;scaffold_00003;4056986;4057369;-
ASTE002174;scaffold_00003;3977490;3977561;+
ASTE002176;scaffold_00003;3973983;3974805;-
ASTE002179;scaffold_00003;3937103;3937196;-
ASTE002160;scaffold_00003;4263615;4263734;-
ASTE002162;scaffold_00003;4224957;4225268;-
ASTE002157;scaffold_00003;4292000;4292115;+
ASTE002158;scaffold_00003;4281105;4281112;+
ASTE002168;scaffold_00003;4179677;4179850;-
ASTE002167;scaffold_00003;4194129;4195211;+
ASTE002175;scaffold_00003;3977490;3977561;+
ASTE002177;scaffold_00003;3966456;3966686;+
ASTE002180;scaffold_00003;3923859;3923885;+
ASTE002182;scaffold_00003;3901189;3901268;+
ASTE014235;scaffold_00003;4338224;4338274;+
ASTE014236;scaffold_00003;4191802;4191900;-
ASTE014237;scaffold_00003;4140889;4141028;-
ASTE014238;scaffold_00003;3985993;3986106;+
ASTE009486;scaffold_00008;1845687;1845827;+
ASTE009487;scaffold_00008;1850835;1852127;-
ASTE009564;scaffold_00008;2746824;2747116;+
ASTE015883;scaffold_00056;867701;868341;-
ASTE015871;scaffold_00183;58919;59087;+
ASTE009567;scaffold_00008;2794851;2795098;-
ASTE009570;scaffold_00008;2907534;2907554;-
ASTE009572;scaffold_00008;2911817;2911827;+
ASTE009578;scaffold_00008;2938580;2938778;+
ASTE009575;scaffold_00008;2926518;2927353;-
ASTE009577;scaffold_00008;2938187;2938394;-
ASTE009579;scaffold_00008;2949693;2949933;-
ASTE009587;scaffold_00008;3109164;3109485;+
ASTE009582;scaffold_00008;3057142;3057207;-
ASTE009586;scaffold_00008;3107774;3107949;-
ASTE009489;scaffold_00008;1860115;1860702;-
ASTE009500;scaffold_00008;1961686;1961835;-
ASTE009490;scaffold_00008;1875669;1875773;+
ASTE009494;scaffold_00008;1892537;1892698;+
ASTE009496;scaffold_00008;1918962;1919271;+
ASTE009590;scaffold_00008;3137387;3138673;+
ASTE009591;scaffold_00008;3217109;3217330;-
ASTE009594;scaffold_00008;3436820;3437023;+
ASTE009593;scaffold_00008;3434243;3434599;-
ASTE009502;scaffold_00008;1989044;1989266;-
ASTE009506;scaffold_00008;2074783;2076639;+
ASTE009507;scaffold_00008;2182186;2182996;+
ASTE009524;scaffold_00008;2344431;2344779;+
ASTE009520;scaffold_00008;2323918;2323990;+
ASTE009514;scaffold_00008;2279983;2280194;-
ASTE009525;scaffold_00008;2347368;2347416;-
ASTE009517;scaffold_00008;2311454;2311531;+
ASTE009518;scaffold_00008;2317723;2317880;+
NA;NA;NA;NA;NA
ASTE009532;scaffold_00008;2412745;2412944;-
ASTE009538;scaffold_00008;2466630;2467542;+
ASTE009527;scaffold_00517;3538;3660;-
NA;NA;NA;NA;NA
ASTE009534;scaffold_00008;2421105;2421194;-
ASTE009531;scaffold_00008;2400297;2400640;+
ASTE009536;scaffold_00008;2459156;2459298;+
ASTE009541;scaffold_00008;2480999;2481051;+
ASTE009547;scaffold_00008;2540697;2540736;+
ASTE009539;scaffold_00008;2476500;2476602;-
ASTE009540;scaffold_00008;2479992;2480104;-
ASTE009546;scaffold_00008;2540205;2540250;-
ASTE009548;scaffold_00008;2554355;2554476;-
ASTE009549;scaffold_00008;2568849;2568946;+
ASTE009551;scaffold_00008;2591327;2591661;+
NA;NA;NA;NA;NA
ASTE009562;scaffold_00008;2727825;2728305;-
ASTE009559;scaffold_00008;2709418;2709424;+
ASTE009561;scaffold_00008;2717766;2718981;+
ASTE009483;scaffold_00008;1783842;1785386;-
ASTE009484;scaffold_00008;1839184;1839188;-
ASTE009485;scaffold_00008;1841784;1841817;-
ASTE009568;scaffold_00008;2794851;2795098;-
ASTE009584;scaffold_00008;3086627;3086880;+
ASTE009580;scaffold_00008;3038625;3038814;+
ASTE009583;scaffold_00008;3072561;3072693;-
ASTE009495;scaffold_00008;1896127;1896306;-
ASTE009497;scaffold_00008;1937547;1937552;-
ASTE009498;scaffold_00008;1940066;1940146;-
ASTE009491;scaffold_00008;1878537;1878640;+
ASTE009501;scaffold_00008;1967685;1967977;+
ASTE009504;scaffold_00008;2000378;2000513;-
ASTE009508;scaffold_00008;2206157;2206495;+
ASTE009522;scaffold_00008;2335995;2336107;+
ASTE009519;scaffold_00008;2321145;2321371;+
ASTE009521;scaffold_00008;2333629;2333764;+
ASTE009523;scaffold_00008;2341284;2341377;-
ASTE009516;scaffold_00008;2310198;2310350;-
ASTE009530;scaffold_00008;2398984;2399004;-
ASTE009537;scaffold_00008;2464160;2464293;+
NA;NA;NA;NA;NA
ASTE009529;scaffold_00008;2387261;2387278;+
ASTE009544;scaffold_00008;2517843;2517847;-
ASTE009545;scaffold_00008;2530593;2530719;-
ASTE009557;scaffold_00008;2674238;2674390;-
ASTE009563;scaffold_00008;2732315;2732490;+
ASTE009558;scaffold_00008;2675590;2675701;+
ASTE009488;scaffold_00008;1852939;1853970;+
ASTE009569;scaffold_00008;2826840;2827985;-
ASTE009492;scaffold_00008;1878537;1878640;+
ASTE009573;scaffold_00008;2917327;2918475;+
ASTE009574;scaffold_00008;2921639;2922538;+
ASTE009499;scaffold_00008;1954907;1955050;+
ASTE009576;scaffold_00008;2935643;2935765;-
ASTE009589;scaffold_00008;3113108;3114019;-
ASTE009585;scaffold_00008;3094552;3095090;+
ASTE009588;scaffold_00008;3110891;3111250;-
ASTE009505;scaffold_00008;2049242;2049556;+
ASTE009509;scaffold_00008;2225575;2225658;-
ASTE009510;scaffold_00008;2264218;2264703;+
ASTE009512;scaffold_00008;2277473;2277706;-
ASTE009511;scaffold_00008;2276273;2276315;+
ASTE009513;scaffold_00008;2278504;2279163;+
ASTE009533;scaffold_00008;2413108;2413160;+
ASTE009542;scaffold_00008;2499983;2500386;+
ASTE009543;scaffold_00008;2509929;2515742;+
ASTE009550;scaffold_00008;2582891;2582895;-
ASTE009560;scaffold_00008;2713829;2715016;-
ASTE009556;scaffold_00008;2663457;2664020;-
ASTE009571;scaffold_00008;2909484;2909733;-
ASTE009493;scaffold_00008;1886329;1886371;+
ASTE009581;scaffold_00008;3038625;3038814;+
ASTE009592;scaffold_00008;3219276;3219500;-
ASTE009503;scaffold_00008;1999079;1999113;-
ASTE009535;scaffold_00008;2433396;2433421;+
ASTE009554;scaffold_00008;2631291;2631354;-
ASTE009553;scaffold_00008;2621898;2623017;-
ASTE009555;scaffold_00008;2663457;2664020;-
ASTE015057;scaffold_00008;1815332;1815619;-
ASTE015058;scaffold_00008;1918962;1919271;+
ASTE015059;scaffold_00008;2112661;2112797;+
ASTE015060;scaffold_00008;2215855;2216220;+
ASTE015061;scaffold_00008;2264218;2264703;+
ASTE015063;scaffold_00008;2409060;2409211;+
ASTE015062;scaffold_00517;1890;1942;+
ASTE015064;scaffold_00008;2521551;2521829;-
ASTE015066;scaffold_00008;2735315;2735642;+
ASTE015065;scaffold_00008;2674238;2674390;-
ASTE015067;scaffold_00008;2901139;2901431;-
ASTE015068;scaffold_00008;3083819;3083938;-
ASTE010095;scaffold_00050;693390;693621;-
ASTE010099;scaffold_00050;818191;818696;+
ASTE010105;scaffold_00050;948589;948599;+
ASTE010116;scaffold_00050;1019143;1020429;+
ASTE010117;scaffold_00050;1032093;1032116;+
ASTE010115;scaffold_00050;1016654;1016747;+
ASTE010118;scaffold_00050;1042650;1042729;+
ASTE010111;scaffold_00050;998686;998710;-
ASTE010110;scaffold_00050;998686;998710;-
ASTE010114;scaffold_00050;1015712;1015814;-
ASTE010137;scaffold_00050;1185224;1185434;+
ASTE010138;scaffold_00050;1191883;1193212;-
ASTE010139;scaffold_00050;1193942;1194133;+
ASTE010140;scaffold_00050;1210992;1210998;-
ASTE010131;scaffold_00050;1156703;1158640;+
ASTE010133;scaffold_00050;1164127;1164519;+
ASTE010132;scaffold_00050;1163306;1163504;-
ASTE010136;scaffold_00050;1181476;1181713;+
ASTE010120;scaffold_00050;1113562;1114191;-
ASTE010124;scaffold_00050;1131411;1131525;+
ASTE010125;scaffold_00050;1141100;1141936;-
ASTE010123;scaffold_00050;1125973;1126060;-
ASTE010128;scaffold_00050;1151637;1151644;-
ASTE010122;scaffold_00050;1113562;1114191;-
ASTE010098;scaffold_00050;779953;780093;+
ASTE010102;scaffold_00050;935740;936148;-
ASTE010104;scaffold_00050;935740;936148;-
ASTE010103;scaffold_00050;935740;936148;-
ASTE010109;scaffold_00050;965120;965143;+
ASTE010113;scaffold_00050;1013470;1013483;-
ASTE010108;scaffold_00050;965120;965143;+
ASTE010107;scaffold_00050;965120;965143;+
NA;NA;NA;NA;NA
ASTE010135;scaffold_00050;1179630;1179758;-
ASTE010134;scaffold_00050;1175209;1175251;-
ASTE010121;scaffold_00050;1113562;1114191;-
ASTE010094;scaffold_00050;689170;689216;+
ASTE010097;scaffold_00050;767031;767037;+
ASTE010100;scaffold_00050;920503;920770;+
ASTE010101;scaffold_00050;935740;936148;-
ASTE010127;scaffold_00050;1146675;1146861;+
ASTE010129;scaffold_00050;1152430;1153523;+
ASTE010130;scaffold_00050;1154597;1155190;-
ASTE010119;scaffold_00050;1092131;1092341;+
ASTE010126;scaffold_00050;1144808;1146304;-
ASTE010096;scaffold_00050;699924;699941;+
ASTE010112;scaffold_00050;1000822;1001455;+
ASTE010141;scaffold_00050;1210992;1210998;-
ASTE015122;scaffold_00050;784305;784315;+
ASTE015123;scaffold_00050;784305;784315;+
NA;NA;NA;NA;NA
ASTE003313;scaffold_00029;1641046;1643193;-
ASTE003316;scaffold_00029;1665464;1665808;+
ASTE003320;scaffold_00029;1699625;1700704;-
ASTE003322;scaffold_00029;1706590;1708290;+
ASTE003333;scaffold_00029;1783680;1785464;-
ASTE003334;scaffold_00029;1785784;1786407;+
ASTE003346;scaffold_00029;1994293;1994494;+
ASTE003347;scaffold_00029;1997416;1999323;+
ASTE003344;scaffold_00029;1980796;1982163;+
ASTE003351;scaffold_00029;2049542;2049547;+
ASTE003343;scaffold_00029;1972755;1973597;-
ASTE003314;scaffold_00029;1644130;1645972;+
ASTE003310;scaffold_00029;1605948;1607032;-
ASTE003311;scaffold_00029;1608891;1609283;+
NA;NA;NA;NA;NA
ASTE003324;scaffold_00029;1735701;1735817;-
ASTE003319;scaffold_00029;1697691;1697702;+
ASTE003321;scaffold_00029;1701414;1702393;+
ASTE003323;scaffold_00029;1710993;1711115;+
ASTE003325;scaffold_00029;1736817;1736867;+
ASTE003328;scaffold_00029;1761894;1762085;+
ASTE003317;scaffold_00029;1685462;1686100;-
ASTE003335;scaffold_00029;1787778;1787792;-
ASTE003330;scaffold_00029;1778074;1778168;-
ASTE003331;scaffold_00029;1779112;1779434;-
ASTE003332;scaffold_00029;1781183;1781624;+
ASTE003340;scaffold_00029;1899439;1899675;+
ASTE003338;scaffold_00029;1862832;1862935;-
ASTE003357;scaffold_00029;2068337;2068375;-
ASTE003352;scaffold_00029;2056465;2056470;+
ASTE003359;scaffold_00379;8718;8723;+
ASTE003350;scaffold_00029;2041536;2041672;-
NA;NA;NA;NA;NA
ASTE003356;scaffold_00029;2066066;2066071;-
ASTE003353;scaffold_00029;2056465;2056470;+
NA;NA;NA;NA;NA
ASTE003360;scaffold_00379;2675;2680;-
ASTE003348;scaffold_00029;2008675;2009131;-
ASTE003349;scaffold_00029;2028072;2028118;-
ASTE003312;scaffold_00029;1636197;1636406;+
ASTE003327;scaffold_00029;1752232;1752339;+
ASTE003336;scaffold_00029;1788229;1789148;+
ASTE003337;scaffold_00029;1805551;1805616;-
NA;NA;NA;NA;NA
ASTE003339;scaffold_00029;1887244;1887353;+
NA;NA;NA;NA;NA
ASTE003358;scaffold_00029;2072796;2072801;+
ASTE003342;scaffold_00029;1961895;1961969;+
ASTE003326;scaffold_00029;1749992;1750097;-
ASTE003318;scaffold_00029;1694826;1695766;-
ASTE003345;scaffold_00029;1986580;1988535;+
ASTE014368;scaffold_00029;1675870;1676094;-
ASTE014369;scaffold_00029;1727361;1727454;+
NA;NA;NA;NA;NA
ASTE014370;scaffold_01226;1808;2057;+
ASTE014371;scaffold_00029;1970755;1970848;-
ASTE014372;scaffold_00379;2675;2680;-
ASTE007493;scaffold_00045;1234342;1235041;-
ASTE007498;scaffold_00045;1176351;1176455;-
ASTE007518;scaffold_00045;930493;931536;+
ASTE007522;scaffold_00045;880538;880605;+
ASTE007511;scaffold_00045;1067858;1067930;+
ASTE007515;scaffold_00045;1029372;1030484;+
ASTE007516;scaffold_00045;973415;974845;-
ASTE007524;scaffold_00045;793680;793803;+
NA;NA;NA;NA;NA
ASTE007494;scaffold_00045;1228331;1228381;-
ASTE007492;scaffold_00045;1241931;1242107;+
ASTE007495;scaffold_00045;1221261;1221290;+
ASTE007496;scaffold_00045;1217387;1217524;+
ASTE007503;scaffold_00045;1154099;1154212;+
ASTE007499;scaffold_00045;1171789;1172812;+
ASTE007501;scaffold_00045;1160822;1160978;+
ASTE007497;scaffold_00045;1185794;1185874;-
ASTE007508;scaffold_00045;1131843;1131973;+
ASTE007502;scaffold_00045;1157798;1159177;-
ASTE007505;scaffold_00045;1150441;1150589;-
ASTE007506;scaffold_00045;1143178;1147519;-
ASTE007512;scaffold_00045;1065279;1065299;-
ASTE007514;scaffold_00045;1053109;1053347;+
ASTE007519;scaffold_00045;917624;917812;-
ASTE007521;scaffold_00045;902206;902438;-
ASTE007517;scaffold_00045;935322;935867;+
ASTE007520;scaffold_00045;905667;905741;+
ASTE007525;scaffold_00045;788949;788988;+
ASTE007526;scaffold_00045;777600;778029;+
ASTE007527;scaffold_00045;720293;720713;-
ASTE007504;scaffold_00045;1151982;1152178;+
ASTE007500;scaffold_00045;1167346;1167654;+
ASTE007507;scaffold_00045;1134524;1134912;+
ASTE007509;scaffold_00045;1102635;1102797;-
ASTE007510;scaffold_00045;1070604;1070787;+
ASTE007513;scaffold_00045;1061425;1061564;+
ASTE014850;scaffold_00045;1238141;1238359;+
ASTE014851;scaffold_00045;1143178;1147519;-
ASTE007694;scaffold_00141;58005;58529;-
ASTE007699;scaffold_00141;143100;144251;-
ASTE007700;scaffold_00141;145397;145858;-
ASTE007721;scaffold_00104;374232;375833;+
ASTE007724;scaffold_00104;330673;330731;-
ASTE007722;scaffold_00104;357285;359147;+
ASTE007701;scaffold_00141;155597;156199;-
ASTE007729;scaffold_00104;276970;279534;+
ASTE007735;scaffold_00104;189030;189545;-
ASTE007691;scaffold_00141;26836;27945;+
ASTE007695;scaffold_00141;60691;61206;+
ASTE007696;scaffold_00141;68157;68196;-
ASTE007697;scaffold_00141;103634;103834;-
ASTE007704;scaffold_00141;185484;185694;-
ASTE007706;scaffold_00141;201437;202228;-
ASTE007698;scaffold_00141;138804;138890;+
ASTE007702;scaffold_00141;157879;158031;+
ASTE007708;scaffold_00141;204857;205101;-
ASTE007710;scaffold_00141;217214;217228;-
ASTE007705;scaffold_00141;189149;189562;+
ASTE007709;scaffold_00141;210782;210826;+
NA;NA;NA;NA;NA
ASTE007714;scaffold_00104;513260;513342;-
ASTE007719;scaffold_00104;381135;381345;+
ASTE007717;scaffold_00104;399085;399210;-
ASTE007718;scaffold_00104;390497;390977;-
ASTE007720;scaffold_00104;377045;377059;-
ASTE007728;scaffold_00104;297797;297894;-
ASTE007723;scaffold_00104;331644;332420;+
ASTE007731;scaffold_00104;223238;223334;+
ASTE007733;scaffold_00104;209759;209860;-
ASTE007734;scaffold_00104;202138;202475;-
ASTE007692;scaffold_00141;49483;49785;-
ASTE007693;scaffold_00141;49483;49785;-
ASTE007707;scaffold_00141;201437;202228;-
ASTE007703;scaffold_00141;168890;168914;+
ASTE007711;scaffold_00141;227451;227570;-
ASTE007712;scaffold_00141;230155;233501;-
ASTE007715;scaffold_00104;492837;494953;+
ASTE007716;scaffold_00104;424442;424720;+
ASTE007725;scaffold_00104;321306;323294;+
ASTE007726;scaffold_00104;309678;309711;+
ASTE007727;scaffold_00104;305611;305658;+
NA;NA;NA;NA;NA
ASTE007730;scaffold_00104;253494;253542;-
ASTE007732;scaffold_00104;214796;219043;-
ASTE014887;scaffold_00141;59187;59246;+
ASTE014889;scaffold_00141;143100;144251;-
ASTE014890;scaffold_00141;157879;158031;+
ASTE014888;scaffold_00141;130069;130312;-
ASTE014891;scaffold_00141;234649;234918;+
NA;NA;NA;NA;NA
ASTE014894;scaffold_00104;394637;394762;-
ASTE014893;scaffold_00104;439306;439465;+
ASTE014895;scaffold_00104;308702;308739;-
ASTE014896;scaffold_00104;297797;297894;-
ASTE014897;scaffold_00104;165534;165653;-
NA;NA;NA;NA;NA
ASTE001877;scaffold_00071;41022;41357;-
ASTE001880;scaffold_00071;77815;78024;+
NA;NA;NA;NA;NA
ASTE001889;scaffold_00071;215911;218835;-
ASTE001895;scaffold_00071;237762;237810;+
ASTE001902;scaffold_00071;337266;337315;-
ASTE001909;scaffold_00071;444136;444174;+
ASTE001891;scaffold_00071;225643;225648;+
ASTE001899;scaffold_00071;301280;301290;-
ASTE001911;scaffold_00071;459146;459180;+
NA;NA;NA;NA;NA
ASTE001876;scaffold_00071;30019;31339;+
ASTE001888;scaffold_00071;209986;210312;-
ASTE001883;scaffold_00071;193945;194740;+
ASTE001885;scaffold_00071;197759;197887;+
ASTE001887;scaffold_00071;201917;202205;+
ASTE001884;scaffold_00071;196586;197234;-
ASTE001886;scaffold_00071;200361;201112;-
ASTE001893;scaffold_00071;233532;233573;-
ASTE001896;scaffold_00071;237762;237810;+
ASTE001897;scaffold_00071;237762;237810;+
ASTE001890;scaffold_00071;219211;219273;+
ASTE001894;scaffold_00071;237762;237810;+
ASTE001905;scaffold_00071;352264;352299;-
NA;NA;NA;NA;NA
ASTE001901;scaffold_00071;334548;334588;-
