"ensembl_gene_id";"agambiae_eg_gene"
"ASTE007515";"AGAP007110"
"ASTE007516";"AGAP007109"
"ASTE007494";"AGAP007129"
"ASTE007492";"AGAP007131"
"ASTE007495";"AGAP007122"
"ASTE007496";"AGAP007128"
"ASTE007503";"AGAP007121"
"ASTE007499";"AGAP007125"
"ASTE007501";"AGAP007123"
"ASTE007497";"AGAP007127"
"ASTE007508";"AGAP007115"
"ASTE007502";"AGAP007122"
"ASTE007505";"AGAP007119"
"ASTE007506";"AGAP007118"
"ASTE007512";"AGAP007112"
"ASTE007519";"AGAP007106"
"ASTE007517";"AGAP007108"
"ASTE007520";"AGAP007105"
"ASTE007525";"AGAP007102"
"ASTE007526";"AGAP007100"
"ASTE007504";"AGAP007120"
"ASTE007500";"AGAP007124"
"ASTE007507";"AGAP007117"
"ASTE007509";"AGAP007114"
"ASTE007510";"AGAP007113"
"ASTE007513";"AGAP007111"
"ASTE007699";"AGAP000548"
"ASTE007700";"AGAP013283"
"ASTE007721";"AGAP000547"
"ASTE007724";"AGAP000529"
"ASTE007722";"AGAP013259"
"ASTE007701";"AGAP000533"
"ASTE007729";"AGAP000121"
"ASTE007735";"AGAP013373"
"ASTE007691";"AGAP000924"
"ASTE007695";"AGAP000928"
"ASTE007696";"AGAP000929"
"ASTE007697";"AGAP000727"
"ASTE007704";"AGAP000535"
"ASTE007706";"AGAP012976"
"ASTE007698";"AGAP000549"
"ASTE007702";"AGAP000534"
"ASTE007708";"AGAP000536"
"ASTE007710";"AGAP000538"
"ASTE007705";"AGAP028592"
"ASTE007709";"AGAP000537"
"ASTE007713";"AGAP000540"
"ASTE007714";"AGAP000541"
"ASTE007719";"AGAP000545"
"ASTE007717";"AGAP000543"
"ASTE007718";"AGAP000544"
"ASTE007720";"AGAP000546"
"ASTE007728";"AGAP013279"
"ASTE007723";"AGAP000532"
"ASTE007731";"AGAP000124"
"ASTE007733";"AGAP000127"
"ASTE007734";"AGAP013435"
"ASTE007693";"AGAP000926"
"ASTE007707";"AGAP013521"
"ASTE007703";"AGAP013287"
"ASTE007712";"AGAP000539"
"ASTE007716";"AGAP013055"
"ASTE007725";"AGAP000528"
"ASTE007726";"AGAP000526"
"ASTE007727";"AGAP000523"
"ASTE007736";"AGAP000408"
"ASTE007736";"AGAP003624"
"ASTE007736";"AGAP007639"
"ASTE007730";"AGAP000123"
"ASTE007732";"AGAP000126"
"ASTE001874";"AGAP011657"
"ASTE001877";"AGAP011663"
"ASTE001877";"AGAP011662"
"ASTE001880";"AGAP011665"
"ASTE001882";"AGAP011666"
"ASTE001889";"AGAP011677"
"ASTE001902";"AGAP011687"
"ASTE001909";"AGAP011695"
"ASTE001891";"AGAP011679"
"ASTE001899";"AGAP028529"
"ASTE001910";"AGAP011695"
"ASTE001876";"AGAP011661"
"ASTE001888";"AGAP011676"
"ASTE001883";"AGAP011670"
"ASTE001885";"AGAP028629"
"ASTE001887";"AGAP011675"
"ASTE001884";"AGAP028528"
"ASTE001886";"AGAP011674"
"ASTE001893";"AGAP011680"
"ASTE001897";"AGAP011683"
"ASTE001890";"AGAP011678"
"ASTE001894";"AGAP011681"
"ASTE001905";"AGAP011690"
"ASTE001906";"AGAP011691"
"ASTE001901";"AGAP011686"
"ASTE001900";"AGAP011685"
"ASTE001904";"AGAP011689"
"ASTE001908";"AGAP011694"
"ASTE001875";"AGAP011659"
"ASTE001881";"AGAP011666"
"ASTE001879";"AGAP028415"
"ASTE001898";"AGAP011682"
"ASTE001903";"AGAP011688"
"ASTE001912";"AGAP011698"
"ASTE001913";"AGAP011696"
"ASTE007262";"AGAP008148"
"ASTE007273";"AGAP008135"
"ASTE007271";"AGAP008137"
"ASTE007279";"AGAP008129"
"ASTE007287";"AGAP008122"
"ASTE007302";"AGAP008106"
"ASTE007310";"AGAP008096"
"ASTE007309";"AGAP008097"
"ASTE007272";"AGAP008136"
"ASTE007288";"AGAP008118"
"ASTE007301";"AGAP008107"
"ASTE007312";"AGAP008094"
"ASTE007267";"AGAP008141"
"ASTE007265";"AGAP008146"
"ASTE007266";"AGAP008144"
"ASTE007263";"AGAP008147"
"ASTE007274";"AGAP008134"
"ASTE007268";"AGAP008140"
"ASTE007268";"AGAP008139"
"ASTE007268";"AGAP013729"
"ASTE007269";"AGAP008138"
"ASTE007281";"AGAP013730"
"ASTE007275";"AGAP008133"
"ASTE007282";"AGAP008127"
"ASTE007293";"AGAP013746"
"ASTE007289";"AGAP008117"
"ASTE007284";"AGAP008125"
"ASTE007286";"AGAP008123"
"ASTE007290";"AGAP013737"
"ASTE007285";"AGAP008124"
"ASTE007298";"AGAP008110"
"ASTE007297";"AGAP008111"
"ASTE007299";"AGAP008109"
"ASTE007300";"AGAP008108"
"ASTE007311";"AGAP008095"
"ASTE007306";"AGAP008100"
"ASTE007277";"AGAP008132"
"ASTE007278";"AGAP008130"
"ASTE007276";"AGAP008131"
"ASTE007291";"AGAP008115"
"ASTE007292";"AGAP008114"
"ASTE007296";"AGAP008112"
"ASTE007303";"AGAP008105"
"ASTE007307";"AGAP008099"
"ASTE007308";"AGAP008098"
"ASTE014826";"AGAP008116"
"ASTE003093";"AGAP009746"
"ASTE003098";"AGAP009740"
"ASTE003110";"AGAP009729"
"ASTE003092";"AGAP009747"
"ASTE003094";"AGAP009745"
"ASTE003102";"AGAP009736"
"ASTE003099";"AGAP009739"
"ASTE003096";"AGAP009743"
"ASTE003100";"AGAP009738"
"ASTE003106";"AGAP009733"
"ASTE003109";"AGAP009730"
"ASTE003111";"AGAP009728"
"ASTE003112";"AGAP009727"
"ASTE003091";"AGAP028645"
"ASTE003097";"AGAP009742"
"ASTE003101";"AGAP009737"
"ASTE003105";"AGAP009734"
"ASTE003108";"AGAP009731"
"ASTE003114";"AGAP009726"
"ASTE003095";"AGAP009744"
"ASTE003103";"AGAP009735"
"ASTE003107";"AGAP009732"
"ASTE003118";"AGAP009725"
"ASTE006576";"AGAP011637"
"ASTE006583";"AGAP011630"
"ASTE006589";"AGAP011623"
"ASTE006571";"AGAP011642"
"ASTE006572";"AGAP011641"
"ASTE006580";"AGAP028628"
"ASTE006581";"AGAP011631"
"ASTE006577";"AGAP011636"
"ASTE006585";"AGAP011629"
"ASTE006586";"AGAP011626"
"ASTE006590";"AGAP011622"
"ASTE006570";"AGAP011644"
"ASTE006573";"AGAP011640"
"ASTE006575";"AGAP011638"
"ASTE006578";"AGAP011635"
"ASTE006579";"AGAP011634"
"ASTE006584";"AGAP028105"
"ASTE006587";"AGAP011625"
"ASTE006591";"AGAP011622"
"ASTE000843";"AGAP009292"
"ASTE000829";"AGAP009275"
"ASTE000841";"AGAP009290"
"ASTE000846";"AGAP009295"
"ASTE000833";"AGAP009279"
"ASTE000835";"AGAP009283"
"ASTE000831";"AGAP009277"
"ASTE000832";"AGAP009278"
"ASTE000834";"AGAP009281"
"ASTE000838";"AGAP009285"
"ASTE000840";"AGAP009289"
"ASTE000842";"AGAP009291"
"ASTE000847";"AGAP009296"
"ASTE000827";"AGAP009274"
"ASTE000826";"AGAP009273"
"ASTE000830";"AGAP009276"
"ASTE000836";"AGAP009284"
"ASTE000837";"AGAP028086"
"ASTE000844";"AGAP009293"
"ASTE000851";"AGAP009306"
"ASTE000848";"AGAP009302"
"ASTE000850";"AGAP009305"
"ASTE000849";"AGAP009303"
"ASTE011671";"AGAP007929"
"ASTE011674";"AGAP007924"
"ASTE011683";"AGAP007918"
"ASTE011688";"AGAP007912"
"ASTE011691";"AGAP007909"
"ASTE011706";"AGAP007890"
"ASTE011713";"AGAP007882"
"ASTE011673";"AGAP007925"
"ASTE011680";"AGAP007920"
"ASTE011679";"AGAP007921"
"ASTE011689";"AGAP007911"
"ASTE011692";"AGAP007906"
"ASTE011702";"AGAP007894"
"ASTE011696";"AGAP007902"
"ASTE015907";"AGAP008212"
"ASTE015908";"AGAP009191"
"ASTE011700";"AGAP007896"
"ASTE011699";"AGAP007897"
"ASTE011695";"AGAP007904"
"ASTE011703";"AGAP007893"
"ASTE011731";"AGAP007864"
"ASTE011732";"AGAP007863"
"ASTE011727";"AGAP007868"
"ASTE011730";"AGAP007865"
"ASTE011711";"AGAP007885"
"ASTE011715";"AGAP007881"
"ASTE011719";"AGAP013741"
"ASTE011716";"AGAP007878"
"ASTE011723";"AGAP007872"
"ASTE011721";"AGAP007874"
"ASTE011725";"AGAP007870"
"ASTE011722";"AGAP007873"
"ASTE011726";"AGAP007869"
"ASTE011724";"AGAP007871"
"ASTE011675";"AGAP007924"
"ASTE011676";"AGAP007923"
"ASTE011672";"AGAP007928"
"ASTE011677";"AGAP028055"
"ASTE011684";"AGAP007917"
"ASTE011685";"AGAP007916"
"ASTE011678";"AGAP013764"
"ASTE011690";"AGAP007910"
"ASTE011704";"AGAP007892"
"ASTE011698";"AGAP013719"
"ASTE011694";"AGAP007903"
"ASTE011697";"AGAP007901"
"ASTE011693";"AGAP007905"
"ASTE011701";"AGAP007895"
"ASTE011708";"AGAP007887"
"ASTE011729";"AGAP007866"
"ASTE011728";"AGAP007867"
"ASTE011733";"AGAP007860"
"ASTE011712";"AGAP007883"
"ASTE011718";"AGAP007877"
"ASTE011681";"AGAP007919"
"ASTE011687";"AGAP007914"
"ASTE011707";"AGAP007888"
"ASTE011720";"AGAP007875"
"ASTE015290";"AGAP007913"
"ASTE015289";"AGAP007927"
"ASTE002589";"AGAP005165"
"ASTE002605";"AGAP005187"
"ASTE002606";"AGAP005188"
"ASTE002614";"AGAP005197"
"ASTE002608";"AGAP005191"
"ASTE002617";"AGAP005202"
"ASTE002645";"AGAP005344"
"ASTE002635";"AGAP005333"
"ASTE002646";"AGAP005345"
"ASTE002651";"AGAP005350"
"ASTE002597";"AGAP005175"
"ASTE002602";"AGAP005182"
"ASTE002603";"AGAP005183"
"ASTE002656";"AGAP005354"
"ASTE002590";"AGAP005166"
"ASTE002590";"AGAP005167"
"ASTE002591";"AGAP005168"
"ASTE002604";"AGAP005185"
"ASTE002611";"AGAP005194"
"ASTE002615";"AGAP005198"
"ASTE002610";"AGAP005193"
"ASTE002607";"AGAP005189"
"ASTE002616";"AGAP005200"
"ASTE002618";"AGAP005203"
"ASTE002619";"AGAP005205"
"ASTE002620";"AGAP005206"
"ASTE002625";"AGAP005208"
"ASTE002627";"AGAP005326"
"ASTE002626";"AGAP005325"
"ASTE002628";"AGAP005327"
"ASTE002630";"AGAP005329"
"ASTE002629";"AGAP005328"
"ASTE002636";"AGAP005332"
"ASTE002638";"AGAP005336"
"ASTE002633";"AGAP005331"
"ASTE002632";"AGAP005330"
"ASTE002637";"AGAP005335"
"ASTE002639";"AGAP005339"
"ASTE002639";"AGAP005337"
"ASTE002640";"AGAP005340"
"ASTE002642";"AGAP005341"
"ASTE002647";"AGAP005346"
"ASTE002648";"AGAP005347"
"ASTE002655";"AGAP005353"
"ASTE002592";"AGAP005169"
"ASTE002593";"AGAP005170"
"ASTE002599";"AGAP005178"
"ASTE002601";"AGAP005180"
"ASTE002600";"AGAP005179"
"ASTE002595";"AGAP005173"
"ASTE002598";"AGAP005176"
"ASTE002588";"AGAP005165"
"ASTE002609";"AGAP005192"
"ASTE002612";"AGAP005194"
"ASTE002622";"AGAP005207"
"ASTE002623";"AGAP005207"
"ASTE002643";"AGAP005343"
"ASTE002643";"AGAP005342"
"ASTE002644";"AGAP005343"
"ASTE002644";"AGAP005342"
"ASTE002649";"AGAP005348"
"ASTE002650";"AGAP005349"
"ASTE002653";"AGAP005352"
"ASTE002658";"AGAP005356"
"ASTE002652";"AGAP005351"
"ASTE002594";"AGAP005171"
"ASTE002769";"AGAP003059"
"ASTE002772";"AGAP003054"
"ASTE002772";"AGAP003055"
"ASTE015853";"AGAP008213"
"ASTE002773";"AGAP003053"
"ASTE002773";"AGAP012758"
"ASTE002773";"AGAP013396"
"ASTE002779";"AGAP001973"
"ASTE002791";"AGAP001984"
"ASTE002794";"AGAP001987"
"ASTE002771";"AGAP012598"
"ASTE002771";"AGAP003056"
"ASTE002774";"AGAP001964"
"ASTE002787";"AGAP001981"
"ASTE002799";"AGAP001994"
"ASTE002770";"AGAP003057"
"ASTE002781";"AGAP013031"
"ASTE002782";"AGAP001975"
"ASTE002783";"AGAP001976"
"ASTE002780";"AGAP001974"
"ASTE002786";"AGAP001980"
"ASTE002793";"AGAP001986"
"ASTE002788";"AGAP001982"
"ASTE002790";"AGAP001983"
"ASTE002792";"AGAP001985"
"ASTE002796";"AGAP001989"
"ASTE002801";"AGAP001996"
"ASTE002803";"AGAP001999"
"ASTE002798";"AGAP001993"
"ASTE002800";"AGAP001995"
"ASTE002802";"AGAP001997"
"ASTE002775";"AGAP001965"
"ASTE002777";"AGAP001968"
"ASTE002776";"AGAP001966"
"ASTE002776";"AGAP013429"
"ASTE002785";"AGAP001979"
"ASTE002778";"AGAP001972"
"ASTE002784";"AGAP001978"
"ASTE002797";"AGAP001990"
"ASTE002804";"AGAP002000"
"ASTE005505";"AGAP010206"
"ASTE005503";"AGAP010204"
"ASTE005500";"AGAP010201"
"ASTE005504";"AGAP010205"
"ASTE005483";"AGAP010186"
"ASTE005485";"AGAP010188"
"ASTE005490";"AGAP010187"
"ASTE005489";"AGAP010192"
"ASTE005492";"AGAP010194"
"ASTE005494";"AGAP010196"
"ASTE005491";"AGAP010193"
"ASTE005493";"AGAP010195"
"ASTE005499";"AGAP010200"
"ASTE005488";"AGAP010190"
"ASTE005486";"AGAP010189"
"ASTE005495";"AGAP010197"
"ASTE005496";"AGAP010198"
"ASTE005497";"AGAP010199"
"ASTE005498";"AGAP013755"
"ASTE005508";"AGAP010208"
"ASTE005509";"AGAP010209"
"ASTE005502";"AGAP010203"
"ASTE005507";"AGAP010207"
"ASTE011422";"AGAP012809"
"ASTE011422";"AGAP004266"
"ASTE011435";"AGAP003845"
"ASTE011408";"AGAP002429"
"ASTE015857";"AGAP028499"
"ASTE011407";"AGAP002430"
"ASTE011410";"AGAP002428"
"ASTE011412";"AGAP002426"
"ASTE011409";"AGAP002427"
"ASTE011413";"AGAP002425"
"ASTE011414";"AGAP002424"
"ASTE011416";"AGAP004261"
"ASTE011417";"AGAP012703"
"ASTE011417";"AGAP004262"
"ASTE011418";"AGAP004263"
"ASTE011419";"AGAP004264"
"ASTE011415";"AGAP002423"
"ASTE011427";"AGAP004270"
"ASTE011424";"AGAP004268"
"ASTE011428";"AGAP004271"
"ASTE011428";"AGAP012883"
"ASTE011429";"AGAP004272"
"ASTE011420";"AGAP013139"
"ASTE011423";"AGAP004267"
"ASTE011431";"AGAP004274"
"ASTE011432";"AGAP004275"
"ASTE011433";"AGAP003842"
"ASTE011438";"AGAP003848"
"ASTE011436";"AGAP003846"
"ASTE011426";"AGAP004269"
"ASTE011421";"AGAP004265"
"ASTE011434";"AGAP003844"
"ASTE011430";"AGAP004273"
"ASTE011437";"AGAP003847"
"ASTE011443";"AGAP003849"
"ASTE011442";"AGAP003849"
"ASTE011440";"AGAP013408"
"ASTE011439";"AGAP013342"
"ASTE009410";"AGAP002677"
"ASTE009412";"AGAP013116"
"ASTE009424";"AGAP002693"
"ASTE009418";"AGAP002685"
"ASTE009420";"AGAP002687"
"ASTE009422";"AGAP002691"
"ASTE009417";"AGAP002684"
"ASTE009419";"AGAP002686"
"ASTE009423";"AGAP002692"
"ASTE009411";"AGAP002678"
"ASTE009414";"AGAP002680"
"ASTE009416";"AGAP002683"
"ASTE009430";"AGAP002706"
"ASTE009431";"AGAP002708"
"ASTE009431";"AGAP002707"
"ASTE009429";"AGAP002705"
"ASTE009407";"AGAP002674"
"ASTE009415";"AGAP002682"
"ASTE009421";"AGAP002690"
"ASTE009425";"AGAP002695"
"ASTE009427";"AGAP002703"
"ASTE009428";"AGAP013309"
"ASTE009409";"AGAP013200"
"ASTE008372";"AGAP010062"
"ASTE008374";"AGAP010064"
"ASTE008383";"AGAP010076"
"ASTE008370";"AGAP010060"
"ASTE008370";"AGAP012927"
"ASTE008371";"AGAP012712"
"ASTE008371";"AGAP010061"
"ASTE008375";"AGAP010065"
"ASTE008367";"AGAP010056"
"ASTE008379";"AGAP010073"
"ASTE008392";"AGAP010088"
"ASTE008385";"AGAP010077"
"ASTE008387";"AGAP010080"
"ASTE008390";"AGAP010087"
"ASTE008388";"AGAP010083"
"ASTE008384";"AGAP010070"
"ASTE008384";"AGAP010069"
"ASTE008397";"AGAP010089"
"ASTE008368";"AGAP010058"
"ASTE008380";"AGAP010074"
"ASTE008377";"AGAP010071"
"ASTE008381";"AGAP010075"
"ASTE008376";"AGAP010067"
"ASTE008389";"AGAP010086"
"ASTE008364";"AGAP010054"
"ASTE008366";"AGAP010055"
"ASTE008378";"AGAP010072"
"ASTE008396";"AGAP013253"
"ASTE008373";"AGAP010063"
"ASTE008386";"AGAP010078"
"ASTE008900";"AGAP003168"
"ASTE008902";"AGAP003171"
"ASTE008902";"AGAP003173"
"ASTE008897";"AGAP028405"
"ASTE008899";"AGAP003167"
"ASTE008901";"AGAP003170"
"ASTE008901";"AGAP003172"
"ASTE008904";"AGAP003176"
"ASTE008908";"AGAP003179"
"ASTE008907";"AGAP003178"
"ASTE008909";"AGAP003180"
"ASTE008903";"AGAP003174"
"ASTE008914";"AGAP003184"
"ASTE008916";"AGAP002477"
"ASTE008917";"AGAP002476"
"ASTE008922";"AGAP002471"
"ASTE008915";"AGAP002478"
"ASTE008926";"AGAP002468"
"ASTE008920";"AGAP002473"
"ASTE008927";"AGAP002467"
"ASTE008923";"AGAP002470"
"ASTE008928";"AGAP002465"
"ASTE008929";"AGAP002464"
"ASTE008932";"AGAP002461"
"ASTE008937";"AGAP002457"
"ASTE008940";"AGAP002453"
"ASTE008942";"AGAP013339"
"ASTE008935";"AGAP002459"
"ASTE008936";"AGAP013018"
"ASTE008898";"AGAP003166"
"ASTE008905";"AGAP003177"
"ASTE008919";"AGAP002474"
"ASTE008921";"AGAP002472"
"ASTE008911";"AGAP003181"
"ASTE008918";"AGAP002475"
"ASTE008925";"AGAP013320"
"ASTE008930";"AGAP002463"
"ASTE008931";"AGAP002462"
"ASTE008939";"AGAP002454"
"ASTE008906";"AGAP013292"
"ASTE008924";"AGAP002469"
"ASTE008912";"AGAP003182"
"ASTE008913";"AGAP003183"
"ASTE008933";"AGAP002460"
"ASTE008938";"AGAP002455"
"ASTE008934";"AGAP013297"
"ASTE003032";"AGAP008554"
"ASTE003042";"AGAP028161"
"ASTE003046";"AGAP009167"
"ASTE003052";"AGAP009173"
"ASTE003055";"AGAP009176"
"ASTE003058";"AGAP012645"
"ASTE003029";"AGAP008557"
"ASTE003030";"AGAP008558"
"ASTE003036";"AGAP008549"
"ASTE003035";"AGAP008550"
"ASTE003041";"AGAP009164"
"ASTE003047";"AGAP009167"
"ASTE003043";"AGAP009165"
"ASTE003059";"AGAP009181"
"ASTE003050";"AGAP009172"
"ASTE003056";"AGAP009178"
"ASTE003048";"AGAP009170"
"ASTE003031";"AGAP008556"
"ASTE003033";"AGAP008551"
"ASTE003038";"AGAP028140"
"ASTE003038";"AGAP008545"
"ASTE003038";"AGAP008544"
"ASTE003038";"AGAP028059"
"ASTE003037";"AGAP028011"
"ASTE003044";"AGAP009166"
"ASTE003051";"AGAP009171"
"ASTE003057";"AGAP009180"
"ASTE003053";"AGAP009174"
"ASTE003040";"AGAP009164"
"ASTE003054";"AGAP009175"
"ASTE007554";"AGAP009458"
"ASTE007551";"AGAP009461"
"ASTE007544";"AGAP009474"
"ASTE007556";"AGAP009457"
"ASTE007555";"AGAP009457"
"ASTE007546";"AGAP009473"
"ASTE007547";"AGAP009472"
"ASTE007548";"AGAP009464"
"ASTE007549";"AGAP009463"
"ASTE007552";"AGAP009460"
"ASTE007553";"AGAP009459"
"ASTE009333";"AGAP004120"
"ASTE009329";"AGAP004125"
"ASTE009331";"AGAP004122"
"ASTE009331";"AGAP004123"
"ASTE009332";"AGAP004121"
"ASTE009334";"AGAP004119"
"ASTE009337";"AGAP004117"
"ASTE009336";"AGAP004118"
"ASTE009339";"AGAP004115"
"ASTE009342";"AGAP004112"
"ASTE009344";"AGAP004110"
"ASTE009345";"AGAP012802"
"ASTE009345";"AGAP004109"
"ASTE009350";"AGAP004106"
"ASTE009354";"AGAP004103"
"ASTE009356";"AGAP004101"
"ASTE009356";"AGAP012836"
"ASTE009353";"AGAP004104"
"ASTE009355";"AGAP004102"
"ASTE009358";"AGAP012925"
"ASTE009358";"AGAP004099"
"ASTE009330";"AGAP004124"
"ASTE009340";"AGAP004114"
"ASTE015960";"AGAP006877"
"ASTE009341";"AGAP004113"
"ASTE009346";"AGAP004108"
"ASTE009349";"AGAP004107"
"ASTE009343";"AGAP013081"
"ASTE009348";"AGAP013211"
"ASTE009357";"AGAP004100"
"ASTE009357";"AGAP012837"
"ASTE009347";"AGAP013446"
"ASTE010656";"AGAP002875"
"ASTE010659";"AGAP002877"
"ASTE010658";"AGAP002876"
"ASTE010660";"AGAP002879"
"ASTE010661";"AGAP002880"
"ASTE010666";"AGAP002883"
"ASTE010668";"AGAP002884"
"ASTE010670";"AGAP002886"
"ASTE010675";"AGAP002890"
"ASTE010679";"AGAP001774"
"ASTE010669";"AGAP002885"
"ASTE010667";"AGAP013115"
"ASTE010676";"AGAP002891"
"ASTE010677";"AGAP002892"
"ASTE010682";"AGAP013328"
"ASTE010682";"AGAP001768"
"ASTE010680";"AGAP013328"
"ASTE010680";"AGAP001768"
"ASTE010657";"AGAP013244"
"ASTE010662";"AGAP002881"
"ASTE010673";"AGAP013540"
"ASTE010674";"AGAP002889"
"ASTE010672";"AGAP002888"
"ASTE010678";"AGAP001773"
"ASTE010332";"AGAP006714"
"ASTE010328";"AGAP006706"
"ASTE010330";"AGAP006711"
"ASTE010330";"AGAP006709"
"ASTE010330";"AGAP006710"
"ASTE010326";"AGAP006704"
"ASTE010324";"AGAP006702"
"ASTE010327";"AGAP006705"
"ASTE010394";"AGAP006783"
"ASTE010389";"AGAP006778"
"ASTE010397";"AGAP006786"
"ASTE010390";"AGAP006779"
"ASTE010393";"AGAP006782"
"ASTE010395";"AGAP006784"
"ASTE010391";"AGAP006780"
"ASTE010335";"AGAP006718"
"ASTE010399";"AGAP006789"
"ASTE010403";"AGAP006793"
"ASTE010406";"AGAP006795"
"ASTE010408";"AGAP000995"
"ASTE010410";"AGAP006797"
"ASTE010407";"AGAP000994"
"ASTE010409";"AGAP000950"
"ASTE010411";"AGAP006798"
"ASTE010412";"AGAP006799"
"ASTE010413";"AGAP006800"
"ASTE010416";"AGAP006805"
"ASTE010414";"AGAP006803"
"ASTE010437";"AGAP006818"
"ASTE010438";"AGAP006819"
"ASTE010433";"AGAP006814"
"ASTE010434";"AGAP006815"
"ASTE010436";"AGAP006817"
"ASTE010429";"AGAP028659"
"ASTE010421";"AGAP006810"
"ASTE010345";"AGAP006733"
"ASTE010340";"AGAP006723"
"ASTE010342";"AGAP006727"
"ASTE010344";"AGAP006730"
"ASTE010343";"AGAP006729"
"ASTE010347";"AGAP006735"
"ASTE010350";"AGAP006737"
"ASTE010351";"AGAP006738"
"ASTE010352";"AGAP006739"
"ASTE010353";"AGAP006740"
"ASTE010358";"AGAP006745"
"ASTE010363";"AGAP006750"
"ASTE010357";"AGAP006743"
"ASTE010360";"AGAP006747"
"ASTE010368";"AGAP006757"
"ASTE010367";"AGAP006756"
"ASTE010371";"AGAP006761"
"ASTE010376";"AGAP006765"
"ASTE010375";"AGAP006764"
"ASTE010377";"AGAP006766"
"ASTE010378";"AGAP006767"
"ASTE010388";"AGAP006777"
"ASTE010383";"AGAP006772"
"ASTE010384";"AGAP006773"
"ASTE010381";"AGAP006770"
"ASTE010385";"AGAP006774"
"ASTE010380";"AGAP006769"
"ASTE010331";"AGAP006713"
"ASTE010325";"AGAP006703"
"ASTE010392";"AGAP006781"
"ASTE010400";"AGAP006790"
"ASTE010339";"AGAP006722"
"ASTE010401";"AGAP006791"
"ASTE010337";"AGAP006721"
"ASTE010419";"AGAP006808"
"ASTE010428";"AGAP006813"
"ASTE010420";"AGAP006809"
"ASTE010341";"AGAP006728"
"ASTE010349";"AGAP028461"
"ASTE010355";"AGAP006741"
"ASTE010362";"AGAP006749"
"ASTE010361";"AGAP006748"
"ASTE010370";"AGAP006759"
"ASTE010379";"AGAP006768"
"ASTE010373";"AGAP006762"
"ASTE010387";"AGAP006776"
"ASTE010333";"AGAP006715"
"ASTE010396";"AGAP006689"
"ASTE010396";"AGAP008739"
"ASTE010396";"AGAP006712"
"ASTE010396";"AGAP006690"
"ASTE010396";"AGAP006870"
"ASTE010396";"AGAP006785"
"ASTE010396";"AGAP006697"
"ASTE010398";"AGAP006788"
"ASTE010336";"AGAP006720"
"ASTE010415";"AGAP006804"
"ASTE010417";"AGAP006806"
"ASTE010418";"AGAP006807"
"ASTE010346";"AGAP006734"
"ASTE010354";"AGAP028400"
"ASTE010366";"AGAP006755"
"ASTE010374";"AGAP006763"
"ASTE010382";"AGAP006771"
"ASTE010386";"AGAP006775"
"ASTE010329";"AGAP006708"
"ASTE010425";"AGAP028462"
"ASTE010422";"AGAP006811"
"ASTE010364";"AGAP006754"
"ASTE010369";"AGAP006758"
"ASTE015148";"AGAP006792"
"ASTE004763";"AGAP011884"
"ASTE004773";"AGAP011896"
"ASTE004786";"AGAP010553"
"ASTE004790";"AGAP010557"
"ASTE004795";"AGAP010564"
"ASTE004797";"AGAP010567"
"ASTE004818";"AGAP010594"
"ASTE004812";"AGAP010589"
"ASTE004801";"AGAP010573"
"ASTE004775";"AGAP011899"
"ASTE004814";"AGAP028408"
"ASTE004755";"AGAP011872"
"ASTE004765";"AGAP011887"
"ASTE004757";"AGAP011876"
"ASTE004762";"AGAP011883"
"ASTE004766";"AGAP011888"
"ASTE004769";"AGAP011890"
"ASTE004770";"AGAP011892"
"ASTE004771";"AGAP011893"
"ASTE004783";"AGAP010550"
"ASTE004785";"AGAP010552"
"ASTE004788";"AGAP010554"
"ASTE004793";"AGAP028613"
"ASTE004794";"AGAP010563"
"ASTE004789";"AGAP010555"
"ASTE004792";"AGAP010559"
"ASTE004791";"AGAP010558"
"ASTE004796";"AGAP010566"
"ASTE004808";"AGAP010585"
"ASTE004815";"AGAP010591"
"ASTE004810";"AGAP010587"
"ASTE004805";"AGAP010577"
"ASTE004809";"AGAP010586"
"ASTE004806";"AGAP010580"
"ASTE004811";"AGAP010588"
"ASTE004813";"AGAP010590"
"ASTE004816";"AGAP010592"
"ASTE004817";"AGAP010593"
"ASTE004819";"AGAP010595"
"ASTE004798";"AGAP010568"
"ASTE004800";"AGAP010572"
"ASTE004761";"AGAP011881"
"ASTE004756";"AGAP011875"
"ASTE004759";"AGAP011879"
"ASTE004758";"AGAP011878"
"ASTE004767";"AGAP011889"
"ASTE004760";"AGAP011880"
"ASTE004764";"AGAP011885"
"ASTE004774";"AGAP011897"
"ASTE004776";"AGAP011900"
"ASTE004772";"AGAP011895"
"ASTE004780";"AGAP010549"
"ASTE004781";"AGAP010549"
"ASTE004784";"AGAP010551"
"ASTE004799";"AGAP010571"
"ASTE004802";"AGAP010575"
"ASTE004804";"AGAP010556"
"ASTE010005";"AGAP002348"
"ASTE010008";"AGAP002351"
"ASTE010003";"AGAP002345"
"ASTE010007";"AGAP002350"
"ASTE010004";"AGAP002347"
"ASTE010012";"AGAP002355"
"ASTE010014";"AGAP002357"
"ASTE010013";"AGAP002356"
"ASTE010018";"AGAP002364"
"ASTE010020";"AGAP002366"
"ASTE010015";"AGAP002359"
"ASTE010036";"AGAP004084"
"ASTE010027";"AGAP002374"
"ASTE010023";"AGAP002370"
"ASTE010028";"AGAP002376"
"ASTE010029";"AGAP002378"
"ASTE010035";"AGAP002384"
"ASTE010031";"AGAP002382"
"ASTE010037";"AGAP004085"
"ASTE010038";"AGAP004086"
